"""=GOOGLEFINANCE(""AAPL"", ""close"", DATE(2020,1,1), DATE(2023,2,23), ""DAILY"")""",,,,,,,,
Date,AAPL,AMZN,GOOG,META,MSFT,NVDA,TSLA,S&P500
3/16/2020 16:00:00,60.55,84.46,54.22,146.01,135.42,49.1,29.67,2386.13
3/17/2020 16:00:00,63.22,90.39,55.99,149.42,146.57,54.32,28.68,2529.19
3/18/2020 16:00:00,61.67,91.5,54.84,146.96,140.4,50.71,24.08,2398.1
3/19/2020 16:00:00,61.2,94.05,55.76,153.13,142.71,53.24,28.51,2409.39
3/20/2020 16:00:00,57.31,92.3,53.62,149.73,137.35,51.44,28.5,2304.92
3/23/2020 16:00:00,56.09,95.14,52.83,148.1,135.98,53.17,28.95,2237.4
3/24/2020 16:00:00,61.72,97.01,56.72,160.98,148.34,62.3,33.67,2447.33
3/25/2020 16:00:00,61.38,94.29,55.12,156.21,146.92,61.41,35.95,2475.56
3/26/2020 16:00:00,64.61,97.77,58.09,163.34,156.11,64.31,35.21,2630.07
3/27/2020 16:00:00,61.94,95.01,55.54,156.79,149.7,63.18,34.29,2541.47
3/30/2020 16:00:00,63.7,98.2,57.34,165.95,160.23,66.4,33.48,2626.65
3/31/2020 16:00:00,63.57,97.49,58.14,166.8,157.71,65.9,34.93,2584.59
4/1/2020 16:00:00,60.23,95.39,55.28,159.6,152.11,60.77,32.1,2470.5
4/2/2020 16:00:00,61.23,95.94,56.04,158.19,155.26,63.87,30.3,2526.9
4/3/2020 16:00:00,60.35,95.33,54.89,154.18,153.83,60.98,32,2488.65
4/6/2020 16:00:00,65.62,99.88,59.35,165.55,165.27,67.1,34.42,2663.68
4/7/2020 16:00:00,64.86,100.58,59.33,168.83,163.49,64.76,36.36,2659.41
4/8/2020 16:00:00,66.52,102.15,60.51,174.28,165.13,66.74,36.59,2749.98
4/9/2020 16:00:00,67,102.14,60.57,175.19,165.14,65.74,38.2,2789.82
4/13/2020 16:00:00,68.31,108.44,60.88,174.79,165.51,67.46,43.4,2761.63
4/14/2020 16:00:00,71.76,114.17,63.46,178.17,173.7,70.99,47.33,2846.06
4/15/2020 16:00:00,71.11,115.38,63.12,176.97,171.88,70.21,48.66,2783.36
4/16/2020 16:00:00,71.67,120.41,63.17,176.25,177.04,73.68,49.68,2799.55
4/17/2020 16:00:00,70.7,118.75,64.16,179.24,178.6,73.08,50.26,2874.56
4/20/2020 16:00:00,69.23,119.68,63.33,178.24,175.06,71.76,49.76,2823.16
4/21/2020 16:00:00,67.09,116.41,60.82,170.8,167.82,67.38,45.78,2736.56
4/22/2020 16:00:00,69.03,118.17,63.16,182.28,173.52,71.54,48.81,2799.31
4/23/2020 16:00:00,68.76,119.97,63.82,185.13,171.42,71,47.04,2797.8
4/24/2020 16:00:00,70.74,120.51,63.97,190.07,174.55,72.4,48.34,2836.74
4/27/2020 16:00:00,70.79,118.8,63.79,187.5,174.05,74.27,53.25,2878.48
4/28/2020 16:00:00,69.65,115.7,61.68,182.91,169.81,72.84,51.27,2863.39
4/29/2020 16:00:00,71.93,118.64,67.07,194.19,177.43,74.61,53.37,2939.51
4/30/2020 16:00:00,73.45,123.7,67.43,204.71,179.21,73.07,52.13,2912.43
5/1/2020 16:00:00,72.27,114.3,66.03,202.27,174.57,70.69,46.75,2830.71
5/4/2020 16:00:00,73.29,115.8,66.34,205.26,178.84,72.82,50.75,2842.74
5/5/2020 16:00:00,74.39,115.89,67.56,207.07,180.76,73.44,51.21,2868.44
5/6/2020 16:00:00,75.16,117.56,67.36,208.47,182.54,74.45,52.17,2848.42
5/7/2020 16:00:00,75.94,118.38,68.63,211.26,183.6,76.22,52,2881.19
5/8/2020 16:00:00,77.53,118.98,69.42,212.35,184.68,78.13,54.63,2929.8
5/11/2020 16:00:00,78.75,120.45,70.16,213.18,186.74,80.66,54.09,2930.32
5/12/2020 16:00:00,77.85,117.85,68.79,210.1,182.51,78.03,53.96,2870.12
5/13/2020 16:00:00,76.91,118.4,67.47,205.1,179.75,77.8,52.73,2820
5/14/2020 16:00:00,77.39,119.44,67.81,206.81,180.53,80.31,53.56,2852.5
5/15/2020 16:00:00,76.93,120.49,68.66,210.88,183.16,84.91,53.28,2863.7
5/18/2020 16:00:00,78.74,121.31,69.2,213.19,184.91,87.5,54.24,2953.91
5/19/2020 16:00:00,78.29,122.47,68.67,216.88,183.63,88.06,53.87,2922.94
5/20/2020 16:00:00,79.81,124.9,70.34,229.97,185.66,89.7,54.37,2971.61
5/21/2020 16:00:00,79.21,122.34,70.14,231.39,183.43,87.75,55.17,2948.51
5/22/2020 16:00:00,79.72,121.84,70.52,234.91,183.51,90.26,54.46,2955.45
5/26/2020 16:00:00,79.18,121.09,70.85,232.2,181.57,87.18,54.59,2991.77
5/27/2020 16:00:00,79.53,120.52,70.89,229.14,181.81,85.25,54.68,3036.13
5/28/2020 16:00:00,79.56,120.06,70.84,225.46,181.4,84.87,53.72,3029.73
5/29/2020 16:00:00,79.49,122.12,71.45,225.09,183.25,88.76,55.67,3044.31
6/1/2020 16:00:00,80.46,123.55,71.59,231.91,182.83,88.06,59.87,3055.73
6/2/2020 16:00:00,80.83,123.62,71.96,232.72,184.91,88.25,58.77,3080.82
6/3/2020 16:00:00,81.28,123.92,71.82,230.16,185.36,87.7,58.86,3122.87
6/4/2020 16:00:00,80.58,123.03,70.61,226.29,182.92,87.67,57.63,3112.35
6/5/2020 16:00:00,82.88,124.15,71.92,230.77,187.2,89.2,59.04,3193.93
6/8/2020 16:00:00,83.37,126.2,72.33,231.4,188.36,88.05,63.33,3232.39
6/9/2020 16:00:00,86,130.04,72.81,238.67,189.8,90.46,62.71,3207.18
6/10/2020 16:00:00,88.21,132.37,73.29,236.73,196.84,93.67,68.34,3190.14
6/11/2020 16:00:00,83.98,127.9,70.19,224.43,186.27,87.96,64.86,3002.1
6/12/2020 16:00:00,84.7,127.25,70.66,228.58,187.74,89.33,62.35,3041.31
6/15/2020 16:00:00,85.75,128.63,70.99,232.5,188.94,91.74,66.06,3066.59
6/16/2020 16:00:00,88.02,130.76,72.14,235.65,193.57,90.69,65.48,3124.74
6/17/2020 16:00:00,87.9,132.05,72.56,235.53,194.24,92.36,66.12,3113.49
6/18/2020 16:00:00,87.93,132.7,71.8,235.94,196.32,92.18,66.93,3115.34
6/19/2020 16:00:00,87.43,133.75,71.59,238.79,195.15,92.61,66.73,3097.74
6/22/2020 16:00:00,89.72,135.69,72.59,239.22,200.57,95.27,66.29,3117.86
6/23/2020 16:00:00,91.63,138.22,73.22,242.24,201.91,94.5,66.79,3131.29
6/24/2020 16:00:00,90.02,136.72,71.6,234.02,197.84,92.36,64.06,3050.33
6/25/2020 16:00:00,91.21,137.73,72.07,235.68,200.34,94.9,65.73,3083.76
6/26/2020 16:00:00,88.41,134.64,68,216.08,196.33,91.55,63.98,3009.05
6/29/2020 16:00:00,90.45,134.02,69.75,220.64,198.44,92,67.29,3053.24
